iter,tokens_seen,train_loss,val_loss,val_ppl,lr,tokens_per_sec,mfu,grad_norm,h_norm_mean,h_delta_mean,h_delta_min,attn_ent_mean,step_losses
1090,17874944,2.8857,,,0.000299,174572,4.11,0.0000,,,,,
1100,18038784,2.9749,,,0.000299,184395,4.21,0.0000,,,,,
1110,18202624,2.9115,,,0.000299,186966,4.31,0.0000,,,,,
1120,18366464,2.9125,,,0.000299,184725,4.39,0.0000,,,,,
1130,18530304,2.9204,,,0.000299,184278,4.46,0.0000,,,,,
1140,18694144,2.9470,,,0.000299,175167,4.50,0.0000,,,,,
1150,18857984,2.8432,,,0.000298,174507,4.54,0.0000,,,,,
1160,19021824,2.9102,,,0.000298,174778,4.57,0.0000,,,,,
1170,19185664,2.8297,,,0.000298,174589,4.60,0.0000,,,,,
1180,19349504,2.8287,,,0.000298,178602,4.63,0.0000,,,,,
1190,19513344,2.8645,,,0.000298,179075,4.67,0.0000,,,,,
1200,19677184,2.8253,,,0.000298,174966,4.69,0.0000,,,,,
1210,19841024,2.7352,,,0.000298,174502,4.70,0.0000,,,,,
1220,20004864,2.8907,,,0.000298,174871,4.72,0.0000,,,,,
1230,20168704,2.8100,,,0.000298,174434,4.73,0.0000,,,,,
1240,20332544,2.7730,,,0.000298,174380,4.74,0.0000,,,,,
1250,20496384,2.8271,,,0.000298,171800,4.74,0.0000,,,,,
1260,20660224,2.7853,,,0.000298,117840,4.60,0.0000,,,,,
1270,20824064,2.8714,,,0.000298,115298,4.46,0.0000,,,,,
1280,20987904,2.8320,,,0.000298,120056,4.35,0.0000,,,,,
1290,21151744,2.8346,,,0.000298,119676,4.24,0.0000,,,,,
1300,21315584,2.7987,,,0.000298,114826,4.14,0.0000,,,,,
1310,21479424,2.8203,,,0.000298,115595,4.05,0.0000,,,,,
1320,21643264,2.7853,,,0.000298,117971,3.97,0.0000,,,,,
1330,21807104,2.8732,,,0.000298,114766,3.89,0.0000,,,,,
1340,21970944,2.7327,,,0.000298,115320,3.82,0.0000,,,,,
1350,22134784,2.7671,,,0.000298,118015,3.77,0.0000,,,,,
1360,22298624,2.8044,,,0.000298,114716,3.71,0.0000,,,,,
1370,22462464,2.7772,,,0.000298,115291,3.66,0.0000,,,,,
1380,22626304,2.7675,,,0.000298,120021,3.63,0.0000,,,,,
1390,22790144,2.7388,,,0.000298,119367,3.59,0.0000,,,,,
1400,22953984,2.6768,,,0.000298,117034,3.56,0.0000,,,,,
1410,23117824,2.6915,,,0.000298,123952,3.55,0.0000,,,,,
1420,23281664,2.7623,,,0.000297,122308,3.53,0.0000,,,,,
1430,23445504,2.6664,,,0.000297,119255,3.51,0.0000,,,,,
1440,23609344,2.7417,,,0.000297,173805,3.64,0.0000,,,,,
1450,23773184,2.7496,,,0.000297,117939,3.61,0.0000,,,,,
1460,23937024,2.8135,,,0.000297,114959,3.56,0.0000,,,,,
1470,24100864,2.6829,,,0.000297,115260,3.53,0.0000,,,,,
1480,24264704,2.6656,,,0.000297,117618,3.50,0.0000,,,,,
1490,24428544,2.7319,,,0.000297,114888,3.47,0.0000,,,,,
1500,24576000,2.7299,2.7282,15.31,0.000297,,3.47,,,,,,
1500,24592384,2.7282,,,0.000297,1308,3.13,0.0000,,,,,
1500,24592384,,,,,,,,0.1658,1.11596,0.92734,3.1741,
1510,24756224,2.7282,,,0.000297,114764,3.13,0.0000,,,,,
1520,24920064,2.6610,,,0.000297,115223,3.14,0.0000,,,,,
1530,25083904,2.7196,,,0.000297,117936,3.15,0.0000,,,,,
1540,25247744,2.7527,,,0.000297,114698,3.16,0.0000,,,,,
1550,25411584,2.6975,,,0.000297,115153,3.16,0.0000,,,,,
1560,25575424,2.6907,,,0.000297,118135,3.17,0.0000,,,,,
1570,25739264,2.7373,,,0.000297,117606,3.18,0.0000,,,,,
1580,25903104,2.7319,,,0.000297,115253,3.18,0.0000,,,,,
1590,26066944,2.7261,,,0.000297,120047,3.20,0.0000,,,,,
1600,26230784,2.6994,,,0.000297,171852,3.36,0.0000,,,,,
1610,26394624,2.7247,,,0.000297,115456,3.34,0.0000,,,,,
1620,26558464,2.6665,,,0.000297,119483,3.34,0.0000,,,,,
1630,26722304,2.6886,,,0.000297,119478,3.34,0.0000,,,,,
1640,26886144,2.6516,,,0.000296,119464,3.33,0.0000,,,,,
1650,27049984,2.6528,,,0.000296,121683,3.34,0.0000,,,,,
1660,27213824,2.7067,,,0.000296,115145,3.32,0.0000,,,,,
1670,27377664,2.6702,,,0.000296,115436,3.31,0.0000,,,,,
1680,27541504,2.6852,,,0.000296,115632,3.30,0.0000,,,,,
1690,27705344,2.6923,,,0.000296,115222,3.29,0.0000,,,,,
1700,27869184,2.5605,,,0.000296,115212,3.28,0.0000,,,,,
1710,28033024,2.6155,,,0.000296,115165,3.27,0.0000,,,,,
1720,28196864,2.6723,,,0.000296,116688,3.27,0.0000,,,,,
1730,28360704,2.5953,,,0.000296,116582,3.27,0.0000,,,,,
1740,28524544,2.6078,,,0.000296,114877,3.26,0.0000,,,,,
1750,28688384,2.6823,,,0.000296,113625,3.25,0.0000,,,,,
1760,28852224,2.5908,,,0.000296,116890,3.25,0.0000,,,,,
1770,29016064,2.5830,,,0.000296,116775,3.25,0.0000,,,,,
1780,29179904,2.5712,,,0.000296,116908,3.25,0.0000,,,,,
1790,29343744,2.5283,,,0.000296,117188,3.25,0.0000,,,,,
1800,29507584,2.4862,,,0.000296,116606,3.25,0.0000,,,,,
1810,29671424,2.6323,,,0.000296,116893,3.25,0.0000,,,,,
1820,29835264,2.5753,,,0.000296,118780,3.25,0.0000,,,,,
1830,29999104,2.5331,,,0.000296,115477,3.25,0.0000,,,,,
1840,30162944,2.6008,,,0.000295,115058,3.24,0.0000,,,,,
1850,30326784,2.6360,,,0.000295,114849,3.24,0.0000,,,,,
1860,30490624,2.6096,,,0.000295,114766,3.23,0.0000,,,,,
1870,30654464,2.6685,,,0.000295,115212,3.23,0.0000,,,,,
1880,30818304,2.5936,,,0.000295,114932,3.23,0.0000,,,,,
1890,30982144,2.6608,,,0.000295,115261,3.22,0.0000,,,,,
1900,31145984,2.5298,,,0.000295,115172,3.22,0.0000,,,,,
1910,31309824,2.5172,,,0.000295,115368,3.22,0.0000,,,,,
1920,31473664,2.5512,,,0.000295,119590,3.23,0.0000,,,,,
1930,31637504,2.6444,,,0.000295,119416,3.24,0.0000,,,,,
1940,31801344,2.5909,,,0.000295,120992,3.25,0.0000,,,,,
1950,31965184,2.6093,,,0.000295,119484,3.26,0.0000,,,,,
1960,32129024,2.5442,,,0.000295,150597,3.35,0.0000,,,,,
1970,32292864,2.4722,,,0.000295,115299,3.33,0.0000,,,,,
1980,32456704,2.4443,,,0.000295,115480,3.32,0.0000,,,,,
1990,32620544,2.6038,,,0.000295,115341,3.31,0.0000,,,,,
2000,32768000,2.5552,2.5546,12.87,0.000295,,3.31,,,,,,
2000,32784384,2.5588,,,0.000295,1303,2.98,0.0000,,,,,
2000,32784384,,,,,,,,0.1708,1.19689,0.95858,3.1021,
2010,32948224,2.4906,,,0.000294,115420,3.00,0.0000,,,,,
2020,33112064,2.4952,,,0.000294,117148,3.03,0.0000,,,,,
2030,33275904,2.5581,,,0.000294,117073,3.05,0.0000,,,,,
2040,33439744,2.4707,,,0.000294,115396,3.07,0.0000,,,,,
2050,33603584,2.4731,,,0.000294,115228,3.08,0.0000,,,,,
2060,33767424,2.4955,,,0.000294,115137,3.09,0.0000,,,,,
2070,33931264,2.5413,,,0.000294,115052,3.10,0.0000,,,,,
2080,34095104,2.6011,,,0.000294,115091,3.11,0.0000,,,,,
2090,34258944,2.5352,,,0.000294,114666,3.12,0.0000,,,,,
2100,34422784,2.5889,,,0.000294,114851,3.13,0.0000,,,,,
2110,34586624,2.5798,,,0.000294,118127,3.14,0.0000,,,,,
2120,34750464,2.5426,,,0.000294,117971,3.15,0.0000,,,,,
2130,34914304,2.5223,,,0.000294,119827,3.17,0.0000,,,,,
2140,35078144,2.5422,,,0.000294,123309,3.20,0.0000,,,,,
2150,35241984,2.5496,,,0.000294,123755,3.22,0.0000,,,,,
2160,35405824,2.4555,,,0.000294,122635,3.24,0.0000,,,,,
2170,35569664,2.4491,,,0.000293,122602,3.26,0.0000,,,,,
2180,35733504,2.4472,,,0.000293,114876,3.25,0.0000,,,,,
2190,35897344,2.4405,,,0.000293,114863,3.24,0.0000,,,,,
2200,36061184,2.5125,,,0.000293,114731,3.24,0.0000,,,,,
2210,36225024,2.5447,,,0.000293,114898,3.23,0.0000,,,,,
2220,36388864,2.4718,,,0.000293,115032,3.23,0.0000,,,,,
2230,36552704,2.5721,,,0.000293,115089,3.23,0.0000,,,,,
2240,36716544,2.5281,,,0.000293,115429,3.22,0.0000,,,,,
2250,36880384,2.4841,,,0.000293,117401,3.23,0.0000,,,,,
2260,37044224,2.4653,,,0.000293,117318,3.23,0.0000,,,,,
2270,37208064,2.4799,,,0.000293,115352,3.23,0.0000,,,,,
2280,37371904,2.4192,,,0.000293,115408,3.23,0.0000,,,,,
2290,37535744,2.5255,,,0.000293,115366,3.22,0.0000,,,,,
2300,37699584,2.5345,,,0.000293,175202,3.39,0.0000,,,,,
2310,37863424,2.5068,,,0.000293,167061,3.51,0.0000,,,,,
2320,38027264,2.3411,,,0.000292,174609,3.65,0.0000,,,,,
2330,38191104,2.4625,,,0.000292,174532,3.77,0.0000,,,,,
2340,38354944,2.4774,,,0.000292,174477,3.87,0.0000,,,,,
2350,38518784,2.4629,,,0.000292,174657,3.97,0.0000,,,,,
2360,38682624,2.4834,,,0.000292,178423,4.07,0.0000,,,,,
2370,38846464,2.4364,,,0.000292,179430,4.16,0.0000,,,,,
2380,39010304,2.4789,,,0.000292,174316,4.23,0.0000,,,,,
2390,39174144,2.4432,,,0.000292,174336,4.29,0.0000,,,,,
2400,39337984,2.4379,,,0.000292,174410,4.35,0.0000,,,,,
2410,39501824,2.4610,,,0.000292,174222,4.39,0.0000,,,,,
2420,39665664,2.4930,,,0.000292,174439,4.44,0.0000,,,,,
2430,39829504,2.4726,,,0.000292,174519,4.48,0.0000,,,,,
2440,39993344,2.3876,,,0.000292,184280,4.54,0.0000,,,,,
2450,40157184,2.4987,,,0.000291,187735,4.61,0.0000,,,,,
2460,40321024,2.4904,,,0.000291,173163,4.63,0.0000,,,,,
2470,40484864,2.4455,,,0.000291,176411,4.66,0.0000,,,,,
2480,40648704,2.5171,,,0.000291,115696,4.51,0.0000,,,,,
