iter,tokens_seen,train_loss,val_loss,val_ppl,lr,tokens_per_sec,mfu,grad_norm,h_norm_mean,h_delta_mean,h_delta_min,attn_ent_mean,step_losses
3420,224198656,4.2616,,,0.000211,55962,5.91,0.0000,,,,,
3430,224854016,4.1601,,,0.000210,55679,5.91,0.0000,,,,,
3440,225509376,4.3302,,,0.000210,56155,5.91,0.0000,,,,,
3450,226164736,4.1731,,,0.000209,55847,5.91,0.0000,,,,,
3460,226820096,4.0309,,,0.000209,55625,5.91,0.0000,,,,,
3470,227475456,4.1782,,,0.000208,55853,5.91,0.0000,,,,,
3480,228130816,3.9940,,,0.000208,56043,5.91,0.0000,,,,,
3490,228786176,4.2208,,,0.000207,55900,5.92,0.0000,,,,,
3500,229376000,4.1458,4.2609,70.87,0.000207,,5.92,,,,,,
3500,229441536,4.1330,,,0.000207,5209,5.38,0.0000,,,,,
3510,230096896,4.1512,,,0.000206,55908,5.43,0.0000,,,,,
3520,230752256,4.2887,,,0.000206,55694,5.48,0.0000,,,,,
3530,231407616,4.1442,,,0.000205,55708,5.52,0.0000,,,,,
3540,232062976,4.0052,,,0.000205,57488,5.58,0.0000,,,,,
3550,232718336,4.1258,,,0.000204,56193,5.62,0.0000,,,,,
3560,233373696,4.1692,,,0.000203,55863,5.65,0.0000,,,,,
3570,234029056,4.0926,,,0.000203,55724,5.67,0.0000,,,,,
3580,234684416,4.2658,,,0.000202,56001,5.70,0.0000,,,,,
3590,235339776,3.9771,,,0.000202,55725,5.72,0.0000,,,,,
3600,235995136,4.0944,,,0.000201,55853,5.74,0.0000,,,,,
3610,236650496,4.1090,,,0.000201,55889,5.76,0.0000,,,,,
3620,237305856,4.2990,,,0.000200,55781,5.77,0.0000,,,,,
3630,237961216,4.0655,,,0.000200,55819,5.79,0.0000,,,,,
3640,238616576,4.0259,,,0.000199,55694,5.80,0.0000,,,,,
