iter,tokens_seen,train_loss,val_loss,val_ppl,lr,tokens_per_sec,mfu,grad_norm,h_norm_mean,h_delta_mean,h_delta_min,attn_ent_mean,step_losses
2910,190775296,4.0806,,,0.000237,87161,20.81,0.0000,,,,,
2920,191430656,4.0354,,,0.000236,87411,20.82,0.0000,,,,,
2930,192086016,3.9400,,,0.000236,87024,20.82,0.0000,,,,,
2940,192741376,4.0324,,,0.000235,87191,20.82,0.0000,,,,,
2950,193396736,3.9704,,,0.000235,87330,20.83,0.0000,,,,,
2960,194052096,3.7573,,,0.000234,87332,20.83,0.0000,,,,,
2970,194707456,3.9088,,,0.000234,87447,20.84,0.0000,,,,,
2980,195362816,3.9052,,,0.000233,87026,20.84,0.0000,,,,,
2990,196018176,4.0024,,,0.000233,87256,20.84,0.0000,,,,,
3000,196608000,3.9098,4.0979,60.22,0.000232,,20.84,,,,,,
3000,196673536,3.8466,,,0.000232,7755,18.94,0.0000,,,,,
3010,197328896,3.9442,,,0.000232,87326,19.14,0.0000,,,,,
3020,197984256,3.8156,,,0.000232,87098,19.31,0.0000,,,,,
3030,198639616,3.9468,,,0.000231,86823,19.45,0.0000,,,,,
3040,199294976,3.9079,,,0.000231,87677,19.60,0.0000,,,,,
3050,199950336,3.8296,,,0.000230,87064,19.72,0.0000,,,,,
3060,200605696,4.0623,,,0.000230,87448,19.84,0.0000,,,,,
3070,201261056,3.9278,,,0.000229,87123,19.94,0.0000,,,,,
3080,201916416,3.7225,,,0.000229,86790,20.02,0.0000,,,,,
3090,202571776,3.8361,,,0.000228,87741,20.12,0.0000,,,,,
3100,203227136,3.8839,,,0.000228,116187,20.88,0.0000,,,,,
3110,203882496,3.8953,,,0.000227,86637,20.87,0.0000,,,,,
3120,204537856,3.9032,,,0.000227,87066,20.86,0.0000,,,,,
3130,205193216,4.1201,,,0.000226,87118,20.86,0.0000,,,,,
3140,205848576,3.9691,,,0.000226,87109,20.86,0.0000,,,,,
3150,206503936,3.9193,,,0.000225,86989,20.85,0.0000,,,,,
3160,207159296,3.8646,,,0.000225,87356,20.85,0.0000,,,,,
3170,207814656,3.8874,,,0.000224,87182,20.85,0.0000,,,,,
3180,208470016,3.9628,,,0.000224,87125,20.85,0.0000,,,,,
3190,209125376,3.8699,,,0.000223,87255,20.85,0.0000,,,,,
3200,209780736,3.9910,,,0.000222,87134,20.85,0.0000,,,,,
3210,210436096,3.9942,,,0.000222,87331,20.85,0.0000,,,,,
3220,211091456,3.9732,,,0.000221,87062,20.85,0.0000,,,,,
3230,211746816,3.8186,,,0.000221,86993,20.85,0.0000,,,,,
3240,212402176,3.9568,,,0.000220,87261,20.85,0.0000,,,,,
3250,213057536,3.7953,,,0.000220,86858,20.84,0.0000,,,,,
3260,213712896,3.9309,,,0.000219,87396,20.85,0.0000,,,,,
3270,214368256,4.0078,,,0.000219,87108,20.84,0.0000,,,,,
3280,215023616,3.7063,,,0.000218,86992,20.84,0.0000,,,,,
3290,215678976,3.7092,,,0.000218,87182,20.84,0.0000,,,,,
